category1,category2,showtime,purchaseIndex1688,supplyIndex,crawl_Time
童装,儿童内衣内裤,2019-05-05,2345,4299,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-06,2374,4301,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-07,2348,4300,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-08,2244,4305,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-09,2126,4310,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-10,1812,4315,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-11,1749,4323,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-12,2127,4325,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-13,2124,4328,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-14,2196,4308,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-15,2193,4298,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-16,2124,4301,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-17,1912,4303,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-18,1759,4300,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-19,2239,4291,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-20,2248,4286,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-21,2235,4275,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-22,2179,4204,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-23,2172,4197,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-24,1920,4201,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-25,1862,4198,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-26,2032,4199,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-27,1897,4191,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-28,1347,4181,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-29,1559,4176,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-30,1731,4176,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-05-31,1742,4180,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-01,2037,4178,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-02,2134,4175,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-03,2067,4179,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-04,2108,4137,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-05,2107,4133,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-06,1953,4129,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-07,1837,4127,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-08,1675,4132,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-09,2113,4134,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-10,2089,4140,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-11,2109,4184,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-12,2133,4178,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-13,2135,4183,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-14,1862,4193,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-15,1755,4202,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-16,2200,4159,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-17,2225,4164,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-18,2119,4167,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-19,2121,4166,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-20,2110,4174,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-21,1845,4188,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-22,1731,4218,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-23,2168,4221,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-24,2369,4229,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-25,2119,4237,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-26,1983,4242,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-27,1877,4242,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-28,1730,4253,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-29,1707,4260,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-06-30,2137,4269,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-01,2130,4238,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-02,2134,4243,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-03,1920,4271,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-04,1469,4285,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-05,1686,4280,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-06,1805,4286,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-07,2174,4292,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-08,2182,4290,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-09,2197,4320,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-10,2221,4327,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-11,2037,4330,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-12,1763,4349,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-13,1703,4349,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-14,2135,4353,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-15,2251,4356,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-16,2133,4359,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-17,2040,4376,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-18,2078,4386,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-19,1830,4398,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-20,1640,4407,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-21,2104,4412,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-22,2141,4416,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-23,2080,4416,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-24,2031,4418,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-25,2002,4423,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-26,1809,4427,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-27,1661,4431,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-28,2085,4431,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-29,2190,4441,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-30,2183,4382,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-07-31,2234,4369,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-01,2163,4385,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-02,1939,4393,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-03,1862,4393,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-04,2301,4396,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-05,2258,4400,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-06,2183,4401,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-07,2241,4406,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-08,2273,4417,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-09,2097,4422,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-10,1884,4425,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-11,2310,4436,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-12,2319,4425,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-13,2334,4426,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-14,2378,4441,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-15,2322,4436,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-16,2049,4449,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-17,1902,4449,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-18,2304,4428,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-19,2297,4446,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-20,2223,4452,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-21,2362,4469,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-22,2373,4446,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-23,2082,4450,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-24,1972,4452,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-25,2320,4454,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-26,2394,4465,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-27,2384,4462,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-28,2435,4467,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-29,2408,4456,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-30,2278,4469,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-08-31,2109,4473,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-01,2558,4480,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-02,2532,4471,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-03,2411,4408,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-04,2489,4379,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-05,2508,4395,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-06,2350,4421,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-07,2289,4430,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-08,2742,4460,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-09,2670,4468,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-10,2753,4483,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-11,2754,4493,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-12,2699,4506,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-13,2478,4521,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-14,2250,4520,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-15,2795,4525,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-16,2890,4549,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-17,2896,4557,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-18,2830,4582,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-19,2788,4609,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-20,2567,4622,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-21,2340,4631,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-22,2941,4625,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-23,2946,4614,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-24,2984,4623,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-25,2961,4624,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-26,2909,4643,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-27,2643,4658,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-28,2550,4684,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-29,3132,4695,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-09-30,3239,4699,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-01,3247,4698,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-02,3104,4699,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-03,2903,4700,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-04,2599,4714,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-05,2508,4719,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-06,3007,4696,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-07,3013,4705,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-08,2958,4709,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-09,2779,4734,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-10,1955,4734,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-11,2530,4746,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-12,2740,4738,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-13,3290,4745,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-14,3869,4781,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-15,3576,4774,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-16,3528,4776,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-17,3264,4791,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-18,3046,4819,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-19,2874,4836,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-20,3355,4856,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-21,3463,4858,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-22,3390,4873,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-23,3217,4879,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-24,3045,4905,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-25,2576,4907,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-26,2636,4911,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-27,2522,4908,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-28,1814,4913,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-29,2121,4918,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-30,2256,4938,2019-10-05 14:51:19
童装,儿童内衣内裤,2019-10-31,2465,4957,2019-10-05 14:51:19
