category1,category2,industry_Type,attribute_Type,attribute_Name,purchaseIndex,supplyIndex,crawl_Time
童装,童外套/夹克/大衣,热门基础属性,图案,拼色,"33,804","19,514",2019-10-09 09:09:08
童装,童卫衣,热门基础属性,图案,卡通,"107,998","31,439",2019-10-09 09:09:09
童装,童卫衣,热门基础属性,图案,字母,"80,538","25,307",2019-10-09 09:09:09
童装,童卫衣,热门基础属性,图案,印花,"73,961","23,124",2019-10-09 09:09:09
童装,童卫衣,热门基础属性,图案,运动,"64,063","20,154",2019-10-09 09:09:09
童装,童卫衣,热门基础属性,图案,条纹,"23,667","6,860",2019-10-09 09:09:09
童装,童羽绒服/羽绒内胆,热门基础属性,衣长,儿童羽绒服,"2,695",348,2019-10-09 09:09:13
童装,童羽绒服/羽绒内胆,热门基础属性,衣长,巴拉巴拉,744,821,2019-10-09 09:09:13
童装,童羽绒服/羽绒内胆,热门基础属性,衣长,馨聚点,78,425,2019-10-09 09:09:13
童装,童羽绒服/羽绒内胆,热门基础属性,衣长,自然系,47,311,2019-10-09 09:09:13
童装,童羽绒服/羽绒内胆,热门基础属性,衣长,宝儿宝,29,241,2019-10-09 09:09:13
童装,童针织衫,热门基础属性,图案,开衫,"9,825","2,434",2019-10-09 09:09:14
童装,童针织衫,热门基础属性,图案,卡通,"6,870","2,558",2019-10-09 09:09:14
童装,童针织衫,热门基础属性,图案,欧美,"5,072","1,344",2019-10-09 09:09:14
童装,童针织衫,热门基础属性,图案,条纹,"3,158","1,098",2019-10-09 09:09:14
童装,童针织衫,热门基础属性,图案,套装,"2,194",700,2019-10-09 09:09:14
童装,童装加工定制,热门基础属性,工艺,连衣裙,398,231,2019-10-09 09:09:14
童装,童装加工定制,热门基础属性,工艺,套装,393,410,2019-10-09 09:09:14
童装,童装加工定制,热门基础属性,工艺,连身衣/爬服,376,228,2019-10-09 09:09:14
童装,童装加工定制,热门基础属性,工艺,卫衣,51,144,2019-10-09 09:09:14
童装,童装杂款包,热门基础属性,主要销售地区,品牌折扣童装,20,236,2019-10-09 09:09:15
童装,童装杂款包,热门基础属性,主要销售地区,麦哈派,17,59,2019-10-09 09:09:15
童装,童装杂款包,热门基础属性,主要销售地区,金果果,9,48,2019-10-09 09:09:15
童装,童装杂款包,热门基础属性,主要销售地区,乐果果,5,30,2019-10-09 09:09:15
童装,童装杂款包,热门基础属性,主要销售地区,武林兵团,3,33,2019-10-09 09:09:15
童装,校服/校服定制,热门基础属性,颜色,两件套,"11,079","12,016",2019-10-09 09:09:15
童装,校服/校服定制,热门基础属性,颜色,三件套,"4,826","2,319",2019-10-09 09:09:15
童装,校服/校服定制,热门基础属性,颜色,套装,"1,638","1,422",2019-10-09 09:09:15
童装,校服/校服定制,热门基础属性,颜色,运动套装,"1,237",852,2019-10-09 09:09:15
童装,校服/校服定制,热门基础属性,颜色,运动,652,534,2019-10-09 09:09:15
